Organ,Dice,IoU,Hausdorff95
Kidneys,0.9336788356304169,0.8790463109811147,1.0690355896949768
Liver,0.9505346715450287,0.907617524266243,1.0
Stomach,0.9474692543347677,0.90042644739151,1.2761423587799072
