Organ,Dice,IoU,Hausdorff95
Kidneys,0.8946142693360647,0.8139251967271169,3.8011138836542764
Liver,0.9150427281856537,0.8462366759777069,88.94359970092773
Stomach,0.833348274230957,0.7167474627494812,82.18115870157878
